"text size","bruteForce","sunday","rabinKarp","fsm","kmp"
1000, 0.014809430241584778, 0.015355420112609864, 0.018770459517836572, 0.12101769991219044, 0.025264409705996513
1100, 0.00841363973915577, 0.004255639985203743, 0.011661320701241493, 0.03354462005198002, 0.012379230186343192
1200, 0.00846990019083023, 0.009962189942598343, 0.02993704058229923, 0.03645612984895706, 0.014663300141692162
1300, 0.009301839917898179, 0.004602350145578384, 0.013680039793252946, 0.03784953936934471, 0.015261519774794579
1400, 0.009444199502468109, 0.004300560280680657, 0.013952839970588684, 0.03427517965435982, 0.015424799993634225
1500, 0.00996191956102848, 0.004372640177607536, 0.014368349611759186, 0.03485406965017319, 0.01593465968966484
1600, 0.010613920018076897, 0.0044809898734092714, 0.015499780401587487, 0.03508620001375675, 0.01756448969244957
1700, 0.02113665983080864, 0.015742519944906233, 0.018972759544849397, 0.05103943981230259, 0.03838573984801769
1800, 0.013171399831771851, 0.005415059998631478, 0.0190482097864151, 0.03751482039690018, 0.02168018989264965
1900, 0.0137419493496418, 0.0059061296284198764, 0.02000008963048458, 0.03877337954938412, 0.024483380243182182
2000, 0.014476110115647317, 0.006054530069231987, 0.021454799547791482, 0.03883233040571213, 0.024278220012784003
2500, 0.01850978024303913, 0.0070541402697563175, 0.032089889794588086, 0.042456849440932275, 0.031530300080776216
3000, 0.022465149611234664, 0.007972310259938241, 0.028658500239253044, 0.045185120031237605, 0.036977370008826255
3500, 0.029270690083503723, 0.010925149694085121, 0.04000663034617901, 0.05922698013484478, 0.05074940018355847
4000, 0.02940377965569496, 0.010268619731068612, 0.037849069461226466, 0.0511693798750639, 0.04937215000391006
4500, 0.03246172003448009, 0.010836330056190491, 0.0407639604061842, 0.053821989968419075, 0.05566425010561943
5000, 0.03626997962594032, 0.01209080994129181, 0.04820172972977162, 0.058201530054211616, 0.06204437009990215
5500, 0.03900908999145031, 0.012438339740037918, 0.04993236005306244, 0.05813647024333477, 0.06748602978885174
6000, 0.04295154020190239, 0.014720230028033257, 0.05838018000125885, 0.06197019994258881, 0.07513126984238624
6500, 0.04955347016453743, 0.016849610060453414, 0.06710256978869439, 0.07290046043694019, 0.08605642080307006
7000, 0.05038726985454559, 0.016760969683527947, 0.06539375007152558, 0.0705126502364874, 0.08950595043599606
7500, 0.052691449597477916, 0.01709957018494606, 0.06869215026497841, 0.0711762299388647, 0.0988425899296999
8000, 0.19771690033376216, 0.0208695200830698, 0.08343455955386161, 0.08817501984536648, 0.11066984929144383
8500, 0.16525993011891843, 0.019685150533914567, 0.08169859021902084, 0.08125777058303356, 0.10827807031571865
9000, 0.1716495392471552, 0.021115229800343513, 0.08574094980955124, 0.08426355056464672, 0.11855742014944554
9500, 0.18471075996756553, 0.02375741995871067, 0.09634658001363278, 0.08690126977860928, 0.12546925961971284
10000, 0.19506887026131153, 0.022898609936237335, 0.09580939039587974, 0.09042350977659225, 0.13373961009085178
12000, 0.22072873018682004, 0.026736370176076888, 0.11398027971386909, 0.10064935967326165, 0.15673304982483388
14000, 0.24878993965685367, 0.029602040126919745, 0.1261199100315571, 0.10652894951403141, 0.1764146003127098
16000, 0.29960285015404226, 0.035493299663066864, 0.14860541976988315, 0.11906658999621868, 0.24858689971268177
18000, 0.3322941899299622, 0.037419610023498535, 0.16418546035885812, 0.12708929978311062, 0.22525957964360713
20000, 0.35446553997695446, 0.042496180012822155, 0.18562569960951805, 0.14203387029469014, 0.25476954005658625
22000, 0.39111809998750685, 0.04543819963932037, 0.1961582002043724, 0.1476085104048252, 0.26741659998893735
24000, 0.4239061500132084, 0.0489412397146225, 0.2202788595855236, 0.16335324972867965, 0.29855050005018713
26000, 0.4662829698622227, 0.05633899986743927, 0.2376071998476982, 0.17294556975364686, 0.3272282096743584
28000, 0.5097451799362898, 0.0578726103156805, 0.25627858012914656, 0.18793381996452807, 0.3472242397069931
30000, 0.5535809502005578, 0.062028980776667596, 0.2701303504407406, 0.1958587495982647, 0.37961937978863713
32000, 0.5792404302209616, 0.06960224963724614, 0.2896447002142668, 0.2066966701298952, 0.40474488981068135
34000, 0.6033901695907116, 0.0690506500005722, 0.3100042303651571, 0.2222300301492214, 0.4369607701897621
36000, 0.66729582041502, 0.07307999961078167, 0.32683120980858804, 0.23300319984555246, 0.449376770183444
38000, 0.6971624298393726, 0.08179196007549763, 0.3542342399805784, 0.24483014978468418, 0.4736394897848368
40000, 0.7276224799454212, 0.08137484967708587, 0.3652957703173161, 0.25659394957125187, 0.5026966793835164
42000, 0.754939249753952, 0.08754005998373032, 0.3801108995825052, 0.262339229658246, 0.5276281700283288
44000, 0.7914597902446985, 0.09170283973217011, 0.3954360096901655, 0.2761312298476696, 0.565139240026474
46000, 0.8285743599385023, 0.09426558978855609, 0.41778425984084605, 0.2977375600486994, 0.5850655198842287
48000, 0.869060660302639, 0.09831075057387352, 0.4364180399477482, 0.3083540500700474, 0.6203945596516133
50000, 0.9056762696802616, 0.10091713979840279, 0.4505695101618767, 0.31568098001182077, 0.6319018401950598
52000, 0.9548334900289774, 0.11222021058201789, 0.4765971401333809, 0.3187084793299437, 0.6583241801708937
54000, 0.9763233497738838, 0.11665545038878918, 0.4982646898925304, 0.33705827958881857, 0.6729343899339437
56000, 1.032302120178938, 0.115978539660573, 0.5069082401692867, 0.334599349796772, 0.7111601403355599
